session_id,user_id,session_start,session_date,source,device,region,age_band,income_band,product,is_returning_user,page_views,session_duration_seconds,completed_stage,product_page_viewed,calculator_used,cta_clicked,form_started,form_submitted,exit_page,exit_reason,estimated_opportunity_value
S002592,U001356,2025-01-18 05:53:20,2025-01-18,Paid Ads,Mobile,North,35-44,Below 25K,Credit Card,0,8,563,Website Visit,0,0,0,0,0,Website Visit,Immediate bounce,29719
S002593,U000250,2025-02-28 08:28:13,2025-02-28,Referral,Desktop,West,35-44,50K-100K,Personal Loan,1,10,216,CTA Clicked,1,1,1,0,0,CTA Clicked,Form looked too long,161294
S002594,U002205,2025-04-11 17:20:29,2025-04-11,Social Media,Desktop,South,25-34,25K-50K,Personal Loan,1,9,783,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,119362
S002595,U000642,2025-02-15 18:24:37,2025-02-15,Direct,Mobile,West,25-34,Below 25K,Personal Loan,0,3,92,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,147122
S002596,U001546,2025-06-15 11:18:28,2025-06-15,Direct,Tablet,North,45-54,25K-50K,Personal Loan,0,10,826,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,83779
S002597,U000928,2025-03-05 05:23:40,2025-03-05,Organic Search,Mobile,Central,25-34,Below 25K,Credit Card,0,4,791,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,39552
S002598,U002186,2025-06-21 15:17:41,2025-06-21,Direct,Mobile,South,45-54,50K-100K,Personal Loan,0,7,1193,CTA Clicked,1,1,1,0,0,CTA Clicked,Not ready to apply,96803
S002599,U000834,2025-03-03 20:52:29,2025-03-03,Email,Desktop,North,25-34,50K-100K,Personal Loan,0,9,75,Lead Form Started,1,1,1,1,0,Lead Form Started,Too many required fields,101482
S002600,U001874,2025-06-13 02:21:40,2025-06-13,Email,Mobile,East,45-54,50K-100K,Credit Card,0,5,40,Lead Form Started,1,1,1,1,0,Lead Form Started,Technical issue,29456
S002601,U002383,2025-06-24 08:47:19,2025-06-24,Organic Search,Desktop,Central,35-44,50K-100K,Personal Loan,1,4,1112,Lead Form Submitted,1,1,1,1,1,,,0
S002602,U000147,2025-04-03 18:18:57,2025-04-03,Direct,Mobile,West,25-34,50K-100K,Credit Card,0,4,995,Lead Form Started,1,1,1,1,0,Lead Form Started,Technical issue,36129
S002603,U002198,2025-06-14 09:30:15,2025-06-14,Direct,Mobile,Central,45-54,50K-100K,Insurance Plan,0,5,795,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,5654
S002604,U002402,2025-03-10 17:37:08,2025-03-10,Direct,Mobile,North,25-34,Below 25K,Credit Card,1,4,363,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,37273
S002605,U002038,2025-02-04 15:37:50,2025-02-04,Paid Ads,Tablet,Central,45-54,25K-50K,Credit Card,0,4,989,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,19739
S002606,U002074,2025-02-26 20:29:04,2025-02-26,Direct,Mobile,East,35-44,25K-50K,Personal Loan,1,2,808,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,96643
S002607,U000670,2025-01-31 05:30:39,2025-01-31,Social Media,Mobile,North,25-34,Below 25K,Credit Card,0,1,542,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,25204
S002608,U001764,2025-03-30 20:32:49,2025-03-30,Organic Search,Mobile,North,55+,100K+,Savings Account,0,1,859,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,19189
S002609,U000155,2025-05-16 20:38:46,2025-05-16,Email,Tablet,South,25-34,50K-100K,Credit Card,0,5,1071,Lead Form Submitted,1,1,1,1,1,,,0
S002610,U002019,2025-04-07 18:10:07,2025-04-07,Paid Ads,Mobile,North,35-44,25K-50K,Savings Account,0,7,642,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,10748
S002611,U002453,2025-01-06 13:23:57,2025-01-06,Paid Ads,Desktop,South,25-34,50K-100K,Personal Loan,0,8,576,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,143195
S002612,U001898,2025-03-13 08:40:43,2025-03-13,Direct,Mobile,East,25-34,Below 25K,Credit Card,0,4,1121,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,29342
S002613,U001462,2025-01-05 09:25:22,2025-01-05,Paid Ads,Mobile,West,35-44,50K-100K,Insurance Plan,0,4,827,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,10287
S002614,U000389,2025-05-18 19:17:04,2025-05-18,Organic Search,Mobile,North,25-34,Below 25K,Credit Card,0,6,593,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,37098
S002615,U000840,2025-03-09 19:55:02,2025-03-09,Organic Search,Desktop,Central,35-44,25K-50K,Personal Loan,0,2,553,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,132064
S002616,U002523,2025-02-09 05:53:35,2025-02-09,Organic Search,Mobile,Central,45-54,25K-50K,Personal Loan,0,5,899,CTA Clicked,1,1,1,0,0,CTA Clicked,Technical issue,149566
S002617,U000919,2025-01-02 10:06:55,2025-01-02,Referral,Mobile,Central,18-24,25K-50K,Savings Account,0,11,596,Lead Form Submitted,1,1,1,1,1,,,0
S002618,U002418,2025-01-22 10:59:41,2025-01-22,Email,Mobile,South,35-44,100K+,Credit Card,0,1,225,Lead Form Started,1,1,1,1,0,Lead Form Started,Too many required fields,38974
S002619,U002451,2025-01-05 16:41:47,2025-01-05,Direct,Mobile,East,25-34,100K+,Personal Loan,0,4,808,CTA Clicked,1,1,1,0,0,CTA Clicked,Technical issue,93050
S002620,U001207,2025-05-11 02:22:07,2025-05-11,Paid Ads,Desktop,West,35-44,Below 25K,Savings Account,1,5,923,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,20972
S002621,U000893,2025-05-10 13:06:49,2025-05-10,Email,Desktop,South,18-24,50K-100K,Credit Card,0,11,106,Lead Form Started,1,1,1,1,0,Lead Form Started,Session timeout,17451
S002622,U001578,2025-03-21 17:52:24,2025-03-21,Organic Search,Mobile,East,25-34,Below 25K,Credit Card,1,2,1036,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,28437
S002623,U000152,2025-01-15 03:21:28,2025-01-15,Referral,Mobile,North,25-34,50K-100K,Savings Account,1,9,1120,Lead Form Started,1,1,1,1,0,Lead Form Started,Too many required fields,13514
S002624,U000801,2025-03-09 23:44:25,2025-03-09,Paid Ads,Mobile,Central,45-54,50K-100K,Savings Account,1,2,1057,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,12938
S002625,U002347,2025-02-10 06:05:47,2025-02-10,Paid Ads,Desktop,North,35-44,50K-100K,Credit Card,1,12,61,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,38060
S002626,U000509,2025-01-26 22:44:13,2025-01-26,Social Media,Tablet,South,35-44,25K-50K,Personal Loan,0,5,674,Lead Form Submitted,1,1,1,1,1,,,0
S002627,U002312,2025-01-16 18:05:31,2025-01-16,Direct,Desktop,East,18-24,50K-100K,Savings Account,1,2,47,Lead Form Submitted,1,1,1,1,1,,,0
S002628,U001263,2025-03-19 23:39:19,2025-03-19,Organic Search,Mobile,South,18-24,25K-50K,Savings Account,0,7,973,Lead Form Started,1,1,1,1,0,Lead Form Started,Too many required fields,18686
S002629,U000475,2025-06-11 08:06:04,2025-06-11,Email,Desktop,East,25-34,25K-50K,Savings Account,0,8,78,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,16876
S002630,U001593,2025-02-16 03:20:09,2025-02-16,Referral,Mobile,North,55+,50K-100K,Credit Card,0,8,675,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,35967
S002631,U000749,2025-06-29 16:53:24,2025-06-29,Email,Mobile,North,35-44,25K-50K,Personal Loan,1,1,422,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,149568
S002632,U002102,2025-01-15 03:00:27,2025-01-15,Organic Search,Mobile,West,35-44,100K+,Savings Account,0,7,828,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,15126
S002633,U002079,2025-04-12 11:33:05,2025-04-12,Email,Mobile,North,35-44,Below 25K,Credit Card,0,3,1027,CTA Clicked,1,1,1,0,0,CTA Clicked,Form looked too long,17279
S002634,U002100,2025-03-25 18:44:27,2025-03-25,Organic Search,Desktop,North,35-44,50K-100K,Personal Loan,0,10,963,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,120590
S002635,U000268,2025-06-29 11:41:30,2025-06-29,Email,Desktop,Central,45-54,50K-100K,Credit Card,0,9,1190,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,26175
S002636,U000542,2025-02-02 02:59:46,2025-02-02,Organic Search,Tablet,East,25-34,25K-50K,Insurance Plan,0,6,713,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,8890
S002637,U001742,2025-01-31 00:07:47,2025-01-31,Organic Search,Mobile,South,35-44,100K+,Personal Loan,0,8,961,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,123347
S002638,U002511,2025-01-12 11:34:55,2025-01-12,Direct,Desktop,Central,35-44,100K+,Personal Loan,0,10,468,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,127038
S002639,U000527,2025-02-24 17:42:18,2025-02-24,Email,Mobile,Central,25-34,100K+,Credit Card,1,3,355,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,16761
S002640,U000437,2025-02-18 13:17:13,2025-02-18,Social Media,Mobile,South,55+,Below 25K,Personal Loan,0,5,42,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,145683
S002641,U002555,2025-05-11 18:46:32,2025-05-11,Paid Ads,Mobile,North,25-34,50K-100K,Savings Account,0,2,613,Lead Form Submitted,1,1,1,1,1,,,0
S002642,U000547,2025-02-06 19:21:53,2025-02-06,Paid Ads,Mobile,North,25-34,100K+,Personal Loan,0,9,1094,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,117934
S002643,U000600,2025-05-24 15:56:49,2025-05-24,Paid Ads,Desktop,North,35-44,Below 25K,Insurance Plan,0,1,444,Website Visit,0,0,0,0,0,Website Visit,Landing page mismatch,9290
S002644,U000828,2025-01-06 17:05:45,2025-01-06,Paid Ads,Mobile,East,35-44,50K-100K,Insurance Plan,0,11,375,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,8425
S002645,U001478,2025-06-04 00:35:45,2025-06-04,Email,Mobile,West,25-34,100K+,Credit Card,0,2,257,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,24399
S002646,U001385,2025-04-09 13:05:08,2025-04-09,Paid Ads,Mobile,Central,25-34,100K+,Personal Loan,1,11,65,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,104367
S002647,U000367,2025-02-14 11:30:41,2025-02-14,Paid Ads,Mobile,South,25-34,100K+,Credit Card,1,10,888,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,36886
S002648,U000071,2025-01-29 11:23:11,2025-01-29,Direct,Tablet,West,18-24,50K-100K,Credit Card,0,1,505,Lead Form Submitted,1,1,1,1,1,,,0
S002649,U002504,2025-05-17 00:29:12,2025-05-17,Organic Search,Mobile,West,35-44,25K-50K,Credit Card,0,1,527,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,20096
S002650,U001294,2025-05-07 22:08:52,2025-05-07,Organic Search,Desktop,North,25-34,50K-100K,Credit Card,0,6,373,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,33753
S002651,U000515,2025-06-02 16:25:56,2025-06-02,Organic Search,Desktop,South,45-54,50K-100K,Credit Card,0,4,886,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,24286
S002652,U002498,2025-05-19 01:32:53,2025-05-19,Direct,Mobile,East,25-34,Below 25K,Savings Account,1,8,1081,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,16747
S002653,U002341,2025-02-09 00:21:04,2025-02-09,Direct,Mobile,Central,18-24,50K-100K,Personal Loan,0,1,393,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,101528
S002654,U001799,2025-04-27 13:17:38,2025-04-27,Organic Search,Desktop,South,55+,100K+,Personal Loan,0,6,351,Lead Form Started,1,1,1,1,0,Lead Form Started,Session timeout,112019
S002655,U001500,2025-03-09 13:35:55,2025-03-09,Referral,Mobile,South,35-44,25K-50K,Savings Account,0,6,743,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,22400
S002656,U000581,2025-05-09 22:44:16,2025-05-09,Paid Ads,Mobile,East,25-34,25K-50K,Personal Loan,0,3,846,Website Visit,0,0,0,0,0,Website Visit,Slow page load,155673
S002657,U000522,2025-05-10 12:10:21,2025-05-10,Direct,Mobile,East,35-44,50K-100K,Personal Loan,1,10,136,Lead Form Submitted,1,1,1,1,1,,,0
S002658,U001804,2025-04-29 06:47:19,2025-04-29,Paid Ads,Desktop,South,35-44,50K-100K,Insurance Plan,0,3,598,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,10446
S002659,U001868,2025-01-14 10:07:51,2025-01-14,Social Media,Tablet,East,45-54,50K-100K,Savings Account,0,6,174,Website Visit,0,0,0,0,0,Website Visit,Immediate bounce,9823
S002660,U000711,2025-02-17 21:35:09,2025-02-17,Direct,Tablet,Central,25-34,25K-50K,Credit Card,0,10,732,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,39232
S002661,U000557,2025-04-17 13:12:51,2025-04-17,Organic Search,Desktop,West,25-34,Below 25K,Personal Loan,0,5,828,Lead Form Started,1,1,1,1,0,Lead Form Started,Session timeout,113775
S002662,U002136,2025-01-18 23:28:09,2025-01-18,Direct,Desktop,South,35-44,25K-50K,Credit Card,0,9,209,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,35868
S002663,U002012,2025-06-10 04:22:05,2025-06-10,Email,Mobile,East,45-54,Below 25K,Credit Card,1,7,1125,Website Visit,0,0,0,0,0,Website Visit,Landing page mismatch,17619
S002664,U000216,2025-02-26 20:33:50,2025-02-26,Organic Search,Mobile,North,45-54,25K-50K,Credit Card,0,2,222,CTA Clicked,1,1,1,0,0,CTA Clicked,Privacy concern,39669
S002665,U002289,2025-03-23 01:55:09,2025-03-23,Referral,Desktop,North,45-54,50K-100K,Personal Loan,0,11,725,Lead Form Submitted,1,1,1,1,1,,,0
S002666,U000374,2025-01-21 21:12:18,2025-01-21,Paid Ads,Mobile,East,35-44,25K-50K,Personal Loan,0,8,969,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,146844
S002667,U001891,2025-05-01 07:29:51,2025-05-01,Direct,Desktop,North,45-54,Below 25K,Savings Account,0,4,1152,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,10137
S002668,U001023,2025-03-08 12:39:46,2025-03-08,Email,Mobile,West,35-44,50K-100K,Credit Card,1,9,410,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,31422
S002669,U001147,2025-04-27 06:55:16,2025-04-27,Organic Search,Mobile,Central,35-44,50K-100K,Savings Account,0,11,806,Lead Form Submitted,1,1,1,1,1,,,0
S002670,U002237,2025-05-14 07:45:34,2025-05-14,Organic Search,Tablet,Central,45-54,100K+,Personal Loan,0,9,445,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,112380
S002671,U000882,2025-06-11 00:32:39,2025-06-11,Organic Search,Desktop,West,25-34,50K-100K,Personal Loan,1,2,318,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,90171
S002672,U002637,2025-01-29 13:05:43,2025-01-29,Direct,Mobile,East,25-34,50K-100K,Personal Loan,0,5,966,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,95742
S002673,U001526,2025-05-14 21:28:48,2025-05-14,Organic Search,Mobile,South,25-34,50K-100K,Credit Card,1,2,913,Lead Form Submitted,1,1,1,1,1,,,0
S002674,U002416,2025-05-18 23:03:51,2025-05-18,Referral,Mobile,Central,55+,25K-50K,Personal Loan,0,3,544,Lead Form Submitted,1,1,1,1,1,,,0
S002675,U000048,2025-01-18 18:30:19,2025-01-18,Email,Mobile,West,25-34,50K-100K,Personal Loan,0,9,35,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,74526
S002676,U001104,2025-01-31 14:05:43,2025-01-31,Referral,Mobile,West,18-24,Below 25K,Credit Card,0,2,911,Lead Form Submitted,1,1,1,1,1,,,0
S002677,U000667,2025-04-06 19:25:46,2025-04-06,Social Media,Mobile,Central,45-54,25K-50K,Savings Account,0,10,580,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,16291
S002678,U000713,2025-03-31 06:09:13,2025-03-31,Paid Ads,Mobile,West,35-44,Below 25K,Credit Card,0,3,513,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,17710
S002679,U000178,2025-05-18 19:44:33,2025-05-18,Organic Search,Mobile,Central,45-54,50K-100K,Personal Loan,0,12,559,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,137073
S002680,U001787,2025-01-10 14:47:19,2025-01-10,Paid Ads,Desktop,North,55+,Below 25K,Credit Card,0,5,491,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,15852
S002681,U000285,2025-02-17 22:53:35,2025-02-17,Email,Mobile,East,25-34,Below 25K,Savings Account,0,3,1054,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,20886
S002682,U002229,2025-05-16 17:26:53,2025-05-16,Email,Mobile,South,35-44,25K-50K,Personal Loan,1,3,697,Lead Form Submitted,1,1,1,1,1,,,0
S002683,U001026,2025-05-19 22:34:12,2025-05-19,Organic Search,Mobile,West,35-44,50K-100K,Personal Loan,1,3,1149,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,103654
S002684,U001951,2025-04-06 19:20:58,2025-04-06,Paid Ads,Mobile,West,35-44,Below 25K,Personal Loan,0,10,260,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,126900
S002685,U000883,2025-01-22 02:13:43,2025-01-22,Paid Ads,Desktop,Central,25-34,25K-50K,Savings Account,0,9,1075,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,13785
S002686,U000568,2025-06-05 12:35:03,2025-06-05,Direct,Mobile,Central,25-34,25K-50K,Personal Loan,1,12,417,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,121452
S002687,U001746,2025-05-27 11:36:28,2025-05-27,Organic Search,Mobile,East,25-34,Below 25K,Savings Account,0,10,917,Website Visit,0,0,0,0,0,Website Visit,Immediate bounce,11117
S002688,U001734,2025-03-14 16:18:14,2025-03-14,Organic Search,Desktop,North,35-44,25K-50K,Credit Card,0,1,337,CTA Clicked,1,1,1,0,0,CTA Clicked,Form looked too long,17018
S002689,U002293,2025-05-10 20:25:21,2025-05-10,Direct,Mobile,South,18-24,50K-100K,Insurance Plan,0,8,898,CTA Clicked,1,1,1,0,0,CTA Clicked,Privacy concern,10784
S002690,U000066,2025-06-03 00:43:40,2025-06-03,Organic Search,Mobile,Central,18-24,100K+,Savings Account,0,2,810,Lead Form Submitted,1,1,1,1,1,,,0
S002691,U001028,2025-04-18 00:08:45,2025-04-18,Paid Ads,Mobile,North,18-24,Below 25K,Personal Loan,0,10,897,Website Visit,0,0,0,0,0,Website Visit,Landing page mismatch,127443
S002692,U000868,2025-05-15 17:18:14,2025-05-15,Paid Ads,Mobile,Central,35-44,25K-50K,Insurance Plan,0,8,770,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,6602
S002693,U001214,2025-05-30 10:34:39,2025-05-30,Referral,Mobile,North,25-34,25K-50K,Personal Loan,0,5,129,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,137326
S002694,U000448,2025-01-04 08:19:02,2025-01-04,Direct,Desktop,North,35-44,25K-50K,Personal Loan,1,2,327,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,158258
S002695,U001905,2025-01-15 21:05:58,2025-01-15,Paid Ads,Desktop,Central,45-54,50K-100K,Savings Account,0,10,1104,Lead Form Started,1,1,1,1,0,Lead Form Started,Document requirement concern,18865
S002696,U002380,2025-05-17 14:34:22,2025-05-17,Paid Ads,Desktop,South,45-54,Below 25K,Savings Account,0,11,871,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,18960
S002697,U002557,2025-02-26 01:09:29,2025-02-26,Direct,Mobile,North,25-34,Below 25K,Savings Account,0,10,658,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,22216
S002698,U001538,2025-05-05 14:32:58,2025-05-05,Social Media,Tablet,North,35-44,Below 25K,Personal Loan,0,6,247,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,69445
S002699,U001784,2025-06-01 16:04:05,2025-06-01,Direct,Desktop,North,25-34,50K-100K,Credit Card,0,12,581,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,30537
S002700,U000186,2025-05-14 13:07:23,2025-05-14,Direct,Mobile,East,35-44,50K-100K,Credit Card,0,6,941,Lead Form Started,1,1,1,1,0,Lead Form Started,Session timeout,16795
S002701,U000337,2025-02-06 17:30:15,2025-02-06,Social Media,Desktop,South,25-34,25K-50K,Personal Loan,0,3,623,Website Visit,0,0,0,0,0,Website Visit,Not ready to explore,64724
S002702,U000659,2025-06-13 12:45:19,2025-06-13,Organic Search,Tablet,West,25-34,Below 25K,Savings Account,0,9,41,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,11887
S002703,U000655,2025-06-07 09:59:16,2025-06-07,Referral,Mobile,Central,25-34,50K-100K,Personal Loan,0,10,499,Lead Form Submitted,1,1,1,1,1,,,0
S002704,U000975,2025-02-07 23:22:53,2025-02-07,Organic Search,Desktop,Central,18-24,100K+,Credit Card,0,5,218,Lead Form Started,1,1,1,1,0,Lead Form Started,Document requirement concern,37733
S002705,U001669,2025-03-17 12:36:43,2025-03-17,Paid Ads,Mobile,North,35-44,25K-50K,Personal Loan,0,7,1052,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,134611
S002706,U001664,2025-05-01 03:45:50,2025-05-01,Paid Ads,Mobile,Central,25-34,25K-50K,Insurance Plan,0,10,375,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,7900
S002707,U001587,2025-06-19 16:41:09,2025-06-19,Direct,Mobile,South,25-34,25K-50K,Personal Loan,0,1,155,Lead Form Submitted,1,1,1,1,1,,,0
S002708,U000826,2025-03-06 11:14:26,2025-03-06,Social Media,Mobile,West,25-34,Below 25K,Savings Account,0,12,357,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,11261
S002709,U002198,2025-06-25 11:55:08,2025-06-25,Direct,Desktop,West,35-44,50K-100K,Credit Card,1,8,889,Lead Form Submitted,1,1,1,1,1,,,0
S002710,U001365,2025-02-16 17:56:57,2025-02-16,Paid Ads,Desktop,North,25-34,Below 25K,Savings Account,0,10,1043,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,8983
S002711,U000996,2025-04-06 09:26:38,2025-04-06,Direct,Mobile,North,18-24,25K-50K,Credit Card,0,1,755,Lead Form Started,1,1,1,1,0,Lead Form Started,Document requirement concern,16761
S002712,U002383,2025-01-02 21:56:01,2025-01-02,Organic Search,Desktop,North,25-34,25K-50K,Personal Loan,0,10,215,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,127718
S002713,U001638,2025-01-10 17:24:09,2025-01-10,Direct,Desktop,East,35-44,50K-100K,Savings Account,1,12,403,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,15369
S002714,U002458,2025-03-06 16:10:49,2025-03-06,Organic Search,Desktop,Central,35-44,50K-100K,Savings Account,0,10,1034,Lead Form Submitted,1,1,1,1,1,,,0
S002715,U000261,2025-06-02 10:33:52,2025-06-02,Referral,Mobile,East,25-34,50K-100K,Savings Account,0,8,845,Lead Form Submitted,1,1,1,1,1,,,0
S002716,U002265,2025-03-21 19:14:47,2025-03-21,Paid Ads,Mobile,North,35-44,25K-50K,Savings Account,0,3,340,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,18254
S002717,U000341,2025-01-17 04:21:40,2025-01-17,Direct,Mobile,West,25-34,25K-50K,Credit Card,0,6,276,CTA Clicked,1,1,1,0,0,CTA Clicked,Form looked too long,27120
S002718,U000253,2025-03-04 14:36:19,2025-03-04,Referral,Mobile,West,45-54,50K-100K,Personal Loan,0,2,979,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,125637
S002719,U001472,2025-06-23 08:10:20,2025-06-23,Paid Ads,Mobile,South,35-44,25K-50K,Credit Card,1,9,88,Lead Form Submitted,1,1,1,1,1,,,0
S002720,U000080,2025-01-30 18:58:17,2025-01-30,Referral,Mobile,South,25-34,25K-50K,Personal Loan,0,11,393,Lead Form Started,1,1,1,1,0,Lead Form Started,Too many required fields,157805
S002721,U001664,2025-02-02 01:53:48,2025-02-02,Organic Search,Desktop,North,45-54,25K-50K,Savings Account,0,2,1087,Lead Form Submitted,1,1,1,1,1,,,0
S002722,U000603,2025-05-10 07:05:41,2025-05-10,Paid Ads,Mobile,North,25-34,50K-100K,Credit Card,1,8,249,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,17771
S002723,U001277,2025-05-18 22:24:42,2025-05-18,Organic Search,Mobile,West,25-34,100K+,Credit Card,0,4,266,Lead Form Submitted,1,1,1,1,1,,,0
S002724,U002629,2025-03-10 20:40:33,2025-03-10,Direct,Desktop,North,55+,50K-100K,Personal Loan,0,11,766,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,122705
S002725,U001133,2025-05-16 23:03:25,2025-05-16,Email,Tablet,East,55+,Below 25K,Personal Loan,0,4,128,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,96312
S002726,U002303,2025-06-26 23:09:43,2025-06-26,Organic Search,Mobile,Central,55+,Below 25K,Insurance Plan,0,6,972,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,7209
S002727,U000793,2025-05-04 08:09:04,2025-05-04,Paid Ads,Mobile,East,55+,25K-50K,Credit Card,0,6,1160,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,23048
S002728,U000011,2025-05-04 14:34:09,2025-05-04,Organic Search,Mobile,East,25-34,25K-50K,Savings Account,0,9,968,CTA Clicked,1,1,1,0,0,CTA Clicked,Form looked too long,11636
S002729,U002023,2025-02-24 06:18:16,2025-02-24,Referral,Mobile,West,18-24,50K-100K,Savings Account,0,11,627,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,19572
S002730,U000611,2025-02-12 16:51:53,2025-02-12,Referral,Desktop,North,25-34,100K+,Credit Card,1,12,751,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,36397
S002731,U001439,2025-05-25 15:40:45,2025-05-25,Paid Ads,Desktop,East,25-34,50K-100K,Savings Account,1,3,124,Website Visit,0,0,0,0,0,Website Visit,Not ready to explore,14916
S002732,U001636,2025-05-13 20:02:45,2025-05-13,Organic Search,Desktop,East,25-34,Below 25K,Credit Card,0,4,1039,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,21918
