event_id,session_id,user_id,event_timestamp,stage_name,event_status,source,device,region,product
E00265301,S002653,U002341,2025-02-09 00:21:04,Website Visit,Completed,Direct,Mobile,Central,Personal Loan
E00265302,S002653,U002341,2025-02-09 00:44:16,Product Page Viewed,Completed,Direct,Mobile,Central,Personal Loan
E002653XX,S002653,U002341,2025-02-09 00:44:16,Product Page Viewed,Dropped Off,Direct,Mobile,Central,Personal Loan
E00265401,S002654,U001799,2025-04-27 13:17:38,Website Visit,Completed,Organic Search,Desktop,South,Personal Loan
E00265402,S002654,U001799,2025-04-27 13:31:51,Product Page Viewed,Completed,Organic Search,Desktop,South,Personal Loan
E00265403,S002654,U001799,2025-04-27 13:58:45,Calculator Used,Completed,Organic Search,Desktop,South,Personal Loan
E00265404,S002654,U001799,2025-04-27 14:23:55,CTA Clicked,Completed,Organic Search,Desktop,South,Personal Loan
E00265405,S002654,U001799,2025-04-27 14:35:46,Lead Form Started,Completed,Organic Search,Desktop,South,Personal Loan
E002654XX,S002654,U001799,2025-04-27 14:35:46,Lead Form Started,Dropped Off,Organic Search,Desktop,South,Personal Loan
E00265501,S002655,U001500,2025-03-09 13:35:55,Website Visit,Completed,Referral,Mobile,South,Savings Account
E00265502,S002655,U001500,2025-03-09 13:39:30,Product Page Viewed,Completed,Referral,Mobile,South,Savings Account
E002655XX,S002655,U001500,2025-03-09 13:39:30,Product Page Viewed,Dropped Off,Referral,Mobile,South,Savings Account
E00265601,S002656,U000581,2025-05-09 22:44:16,Website Visit,Completed,Paid Ads,Mobile,East,Personal Loan
E002656XX,S002656,U000581,2025-05-09 22:44:16,Website Visit,Dropped Off,Paid Ads,Mobile,East,Personal Loan
E00265701,S002657,U000522,2025-05-10 12:10:21,Website Visit,Completed,Direct,Mobile,East,Personal Loan
E00265702,S002657,U000522,2025-05-10 12:25:41,Product Page Viewed,Completed,Direct,Mobile,East,Personal Loan
E00265703,S002657,U000522,2025-05-10 12:35:04,Calculator Used,Completed,Direct,Mobile,East,Personal Loan
E00265704,S002657,U000522,2025-05-10 12:56:02,CTA Clicked,Completed,Direct,Mobile,East,Personal Loan
E00265705,S002657,U000522,2025-05-10 13:15:02,Lead Form Started,Completed,Direct,Mobile,East,Personal Loan
E00265706,S002657,U000522,2025-05-10 13:20:49,Lead Form Submitted,Completed,Direct,Mobile,East,Personal Loan
E00265801,S002658,U001804,2025-04-29 06:47:19,Website Visit,Completed,Paid Ads,Desktop,South,Insurance Plan
E00265802,S002658,U001804,2025-04-29 06:59:38,Product Page Viewed,Completed,Paid Ads,Desktop,South,Insurance Plan
E00265803,S002658,U001804,2025-04-29 07:29:35,Calculator Used,Completed,Paid Ads,Desktop,South,Insurance Plan
E002658XX,S002658,U001804,2025-04-29 07:29:35,Calculator Used,Dropped Off,Paid Ads,Desktop,South,Insurance Plan
E00265901,S002659,U001868,2025-01-14 10:07:51,Website Visit,Completed,Social Media,Tablet,East,Savings Account
E002659XX,S002659,U001868,2025-01-14 10:07:51,Website Visit,Dropped Off,Social Media,Tablet,East,Savings Account
E00266001,S002660,U000711,2025-02-17 21:35:09,Website Visit,Completed,Direct,Tablet,Central,Credit Card
E00266002,S002660,U000711,2025-02-17 21:48:58,Product Page Viewed,Completed,Direct,Tablet,Central,Credit Card
E002660XX,S002660,U000711,2025-02-17 21:48:58,Product Page Viewed,Dropped Off,Direct,Tablet,Central,Credit Card
E00266101,S002661,U000557,2025-04-17 13:12:51,Website Visit,Completed,Organic Search,Desktop,West,Personal Loan
E00266102,S002661,U000557,2025-04-17 13:39:06,Product Page Viewed,Completed,Organic Search,Desktop,West,Personal Loan
E00266103,S002661,U000557,2025-04-17 13:46:43,Calculator Used,Completed,Organic Search,Desktop,West,Personal Loan
E00266104,S002661,U000557,2025-04-17 13:55:57,CTA Clicked,Completed,Organic Search,Desktop,West,Personal Loan
E00266105,S002661,U000557,2025-04-17 13:56:51,Lead Form Started,Completed,Organic Search,Desktop,West,Personal Loan
E002661XX,S002661,U000557,2025-04-17 13:56:51,Lead Form Started,Dropped Off,Organic Search,Desktop,West,Personal Loan
E00266201,S002662,U002136,2025-01-18 23:28:09,Website Visit,Completed,Direct,Desktop,South,Credit Card
E00266202,S002662,U002136,2025-01-18 23:32:50,Product Page Viewed,Completed,Direct,Desktop,South,Credit Card
E002662XX,S002662,U002136,2025-01-18 23:32:50,Product Page Viewed,Dropped Off,Direct,Desktop,South,Credit Card
E00266301,S002663,U002012,2025-06-10 04:22:05,Website Visit,Completed,Email,Mobile,East,Credit Card
E002663XX,S002663,U002012,2025-06-10 04:22:05,Website Visit,Dropped Off,Email,Mobile,East,Credit Card
E00266401,S002664,U000216,2025-02-26 20:33:50,Website Visit,Completed,Organic Search,Mobile,North,Credit Card
E00266402,S002664,U000216,2025-02-26 20:40:16,Product Page Viewed,Completed,Organic Search,Mobile,North,Credit Card
E00266403,S002664,U000216,2025-02-26 20:48:29,Calculator Used,Completed,Organic Search,Mobile,North,Credit Card
E00266404,S002664,U000216,2025-02-26 21:09:01,CTA Clicked,Completed,Organic Search,Mobile,North,Credit Card
E002664XX,S002664,U000216,2025-02-26 21:09:01,CTA Clicked,Dropped Off,Organic Search,Mobile,North,Credit Card
E00266501,S002665,U002289,2025-03-23 01:55:09,Website Visit,Completed,Referral,Desktop,North,Personal Loan
E00266502,S002665,U002289,2025-03-23 02:18:12,Product Page Viewed,Completed,Referral,Desktop,North,Personal Loan
E00266503,S002665,U002289,2025-03-23 02:47:03,Calculator Used,Completed,Referral,Desktop,North,Personal Loan
E00266504,S002665,U002289,2025-03-23 03:01:42,CTA Clicked,Completed,Referral,Desktop,North,Personal Loan
E00266505,S002665,U002289,2025-03-23 03:27:11,Lead Form Started,Completed,Referral,Desktop,North,Personal Loan
E00266506,S002665,U002289,2025-03-23 03:42:17,Lead Form Submitted,Completed,Referral,Desktop,North,Personal Loan
E00266601,S002666,U000374,2025-01-21 21:12:18,Website Visit,Completed,Paid Ads,Mobile,East,Personal Loan
E00266602,S002666,U000374,2025-01-21 21:34:09,Product Page Viewed,Completed,Paid Ads,Mobile,East,Personal Loan
E002666XX,S002666,U000374,2025-01-21 21:34:09,Product Page Viewed,Dropped Off,Paid Ads,Mobile,East,Personal Loan
E00266701,S002667,U001891,2025-05-01 07:29:51,Website Visit,Completed,Direct,Desktop,North,Savings Account
E00266702,S002667,U001891,2025-05-01 07:38:55,Product Page Viewed,Completed,Direct,Desktop,North,Savings Account
E002667XX,S002667,U001891,2025-05-01 07:38:55,Product Page Viewed,Dropped Off,Direct,Desktop,North,Savings Account
E00266801,S002668,U001023,2025-03-08 12:39:46,Website Visit,Completed,Email,Mobile,West,Credit Card
E00266802,S002668,U001023,2025-03-08 12:50:02,Product Page Viewed,Completed,Email,Mobile,West,Credit Card
E002668XX,S002668,U001023,2025-03-08 12:50:02,Product Page Viewed,Dropped Off,Email,Mobile,West,Credit Card
E00266901,S002669,U001147,2025-04-27 06:55:16,Website Visit,Completed,Organic Search,Mobile,Central,Savings Account
E00266902,S002669,U001147,2025-04-27 07:00:12,Product Page Viewed,Completed,Organic Search,Mobile,Central,Savings Account
E00266903,S002669,U001147,2025-04-27 07:20:05,Calculator Used,Completed,Organic Search,Mobile,Central,Savings Account
E00266904,S002669,U001147,2025-04-27 07:22:50,CTA Clicked,Completed,Organic Search,Mobile,Central,Savings Account
E00266905,S002669,U001147,2025-04-27 07:47:51,Lead Form Started,Completed,Organic Search,Mobile,Central,Savings Account
E00266906,S002669,U001147,2025-04-27 07:56:16,Lead Form Submitted,Completed,Organic Search,Mobile,Central,Savings Account
E00267001,S002670,U002237,2025-05-14 07:45:34,Website Visit,Completed,Organic Search,Tablet,Central,Personal Loan
E00267002,S002670,U002237,2025-05-14 07:48:07,Product Page Viewed,Completed,Organic Search,Tablet,Central,Personal Loan
E002670XX,S002670,U002237,2025-05-14 07:48:07,Product Page Viewed,Dropped Off,Organic Search,Tablet,Central,Personal Loan
E00267101,S002671,U000882,2025-06-11 00:32:39,Website Visit,Completed,Organic Search,Desktop,West,Personal Loan
E00267102,S002671,U000882,2025-06-11 00:54:46,Product Page Viewed,Completed,Organic Search,Desktop,West,Personal Loan
E002671XX,S002671,U000882,2025-06-11 00:54:46,Product Page Viewed,Dropped Off,Organic Search,Desktop,West,Personal Loan
E00267201,S002672,U002637,2025-01-29 13:05:43,Website Visit,Completed,Direct,Mobile,East,Personal Loan
E00267202,S002672,U002637,2025-01-29 13:29:02,Product Page Viewed,Completed,Direct,Mobile,East,Personal Loan
E002672XX,S002672,U002637,2025-01-29 13:29:02,Product Page Viewed,Dropped Off,Direct,Mobile,East,Personal Loan
E00267301,S002673,U001526,2025-05-14 21:28:48,Website Visit,Completed,Organic Search,Mobile,South,Credit Card
E00267302,S002673,U001526,2025-05-14 21:44:36,Product Page Viewed,Completed,Organic Search,Mobile,South,Credit Card
E00267303,S002673,U001526,2025-05-14 22:00:20,Calculator Used,Completed,Organic Search,Mobile,South,Credit Card
E00267304,S002673,U001526,2025-05-14 22:23:14,CTA Clicked,Completed,Organic Search,Mobile,South,Credit Card
E00267305,S002673,U001526,2025-05-14 22:37:05,Lead Form Started,Completed,Organic Search,Mobile,South,Credit Card
E00267306,S002673,U001526,2025-05-14 22:45:39,Lead Form Submitted,Completed,Organic Search,Mobile,South,Credit Card
E00267401,S002674,U002416,2025-05-18 23:03:51,Website Visit,Completed,Referral,Mobile,Central,Personal Loan
E00267402,S002674,U002416,2025-05-18 23:13:14,Product Page Viewed,Completed,Referral,Mobile,Central,Personal Loan
E00267403,S002674,U002416,2025-05-18 23:22:59,Calculator Used,Completed,Referral,Mobile,Central,Personal Loan
E00267404,S002674,U002416,2025-05-18 23:37:30,CTA Clicked,Completed,Referral,Mobile,Central,Personal Loan
E00267405,S002674,U002416,2025-05-19 00:06:51,Lead Form Started,Completed,Referral,Mobile,Central,Personal Loan
E00267406,S002674,U002416,2025-05-19 00:25:53,Lead Form Submitted,Completed,Referral,Mobile,Central,Personal Loan
E00267501,S002675,U000048,2025-01-18 18:30:19,Website Visit,Completed,Email,Mobile,West,Personal Loan
E00267502,S002675,U000048,2025-01-18 18:36:50,Product Page Viewed,Completed,Email,Mobile,West,Personal Loan
E002675XX,S002675,U000048,2025-01-18 18:36:50,Product Page Viewed,Dropped Off,Email,Mobile,West,Personal Loan
E00267601,S002676,U001104,2025-01-31 14:05:43,Website Visit,Completed,Referral,Mobile,West,Credit Card
E00267602,S002676,U001104,2025-01-31 14:08:34,Product Page Viewed,Completed,Referral,Mobile,West,Credit Card
E00267603,S002676,U001104,2025-01-31 14:14:28,Calculator Used,Completed,Referral,Mobile,West,Credit Card
E00267604,S002676,U001104,2025-01-31 14:16:17,CTA Clicked,Completed,Referral,Mobile,West,Credit Card
E00267605,S002676,U001104,2025-01-31 14:40:05,Lead Form Started,Completed,Referral,Mobile,West,Credit Card
E00267606,S002676,U001104,2025-01-31 14:57:00,Lead Form Submitted,Completed,Referral,Mobile,West,Credit Card
E00267701,S002677,U000667,2025-04-06 19:25:46,Website Visit,Completed,Social Media,Mobile,Central,Savings Account
E00267702,S002677,U000667,2025-04-06 19:55:21,Product Page Viewed,Completed,Social Media,Mobile,Central,Savings Account
E002677XX,S002677,U000667,2025-04-06 19:55:21,Product Page Viewed,Dropped Off,Social Media,Mobile,Central,Savings Account
E00267801,S002678,U000713,2025-03-31 06:09:13,Website Visit,Completed,Paid Ads,Mobile,West,Credit Card
E00267802,S002678,U000713,2025-03-31 06:15:21,Product Page Viewed,Completed,Paid Ads,Mobile,West,Credit Card
E002678XX,S002678,U000713,2025-03-31 06:15:21,Product Page Viewed,Dropped Off,Paid Ads,Mobile,West,Credit Card
E00267901,S002679,U000178,2025-05-18 19:44:33,Website Visit,Completed,Organic Search,Mobile,Central,Personal Loan
E00267902,S002679,U000178,2025-05-18 20:00:39,Product Page Viewed,Completed,Organic Search,Mobile,Central,Personal Loan
E002679XX,S002679,U000178,2025-05-18 20:00:39,Product Page Viewed,Dropped Off,Organic Search,Mobile,Central,Personal Loan
E00268001,S002680,U001787,2025-01-10 14:47:19,Website Visit,Completed,Paid Ads,Desktop,North,Credit Card
E00268002,S002680,U001787,2025-01-10 14:54:30,Product Page Viewed,Completed,Paid Ads,Desktop,North,Credit Card
E00268003,S002680,U001787,2025-01-10 15:19:31,Calculator Used,Completed,Paid Ads,Desktop,North,Credit Card
E002680XX,S002680,U001787,2025-01-10 15:19:31,Calculator Used,Dropped Off,Paid Ads,Desktop,North,Credit Card
E00268101,S002681,U000285,2025-02-17 22:53:35,Website Visit,Completed,Email,Mobile,East,Savings Account
E00268102,S002681,U000285,2025-02-17 22:57:11,Product Page Viewed,Completed,Email,Mobile,East,Savings Account
E002681XX,S002681,U000285,2025-02-17 22:57:11,Product Page Viewed,Dropped Off,Email,Mobile,East,Savings Account
E00268201,S002682,U002229,2025-05-16 17:26:53,Website Visit,Completed,Email,Mobile,South,Personal Loan
E00268202,S002682,U002229,2025-05-16 17:53:59,Product Page Viewed,Completed,Email,Mobile,South,Personal Loan
E00268203,S002682,U002229,2025-05-16 18:01:01,Calculator Used,Completed,Email,Mobile,South,Personal Loan
E00268204,S002682,U002229,2025-05-16 18:03:11,CTA Clicked,Completed,Email,Mobile,South,Personal Loan
E00268205,S002682,U002229,2025-05-16 18:15:31,Lead Form Started,Completed,Email,Mobile,South,Personal Loan
E00268206,S002682,U002229,2025-05-16 18:18:58,Lead Form Submitted,Completed,Email,Mobile,South,Personal Loan
E00268301,S002683,U001026,2025-05-19 22:34:12,Website Visit,Completed,Organic Search,Mobile,West,Personal Loan
E00268302,S002683,U001026,2025-05-19 22:51:00,Product Page Viewed,Completed,Organic Search,Mobile,West,Personal Loan
E002683XX,S002683,U001026,2025-05-19 22:51:00,Product Page Viewed,Dropped Off,Organic Search,Mobile,West,Personal Loan
E00268401,S002684,U001951,2025-04-06 19:20:58,Website Visit,Completed,Paid Ads,Mobile,West,Personal Loan
E00268402,S002684,U001951,2025-04-06 19:43:10,Product Page Viewed,Completed,Paid Ads,Mobile,West,Personal Loan
E00268403,S002684,U001951,2025-04-06 20:08:36,Calculator Used,Completed,Paid Ads,Mobile,West,Personal Loan
E002684XX,S002684,U001951,2025-04-06 20:08:36,Calculator Used,Dropped Off,Paid Ads,Mobile,West,Personal Loan
E00268501,S002685,U000883,2025-01-22 02:13:43,Website Visit,Completed,Paid Ads,Desktop,Central,Savings Account
E00268502,S002685,U000883,2025-01-22 02:31:17,Product Page Viewed,Completed,Paid Ads,Desktop,Central,Savings Account
E002685XX,S002685,U000883,2025-01-22 02:31:17,Product Page Viewed,Dropped Off,Paid Ads,Desktop,Central,Savings Account
E00268601,S002686,U000568,2025-06-05 12:35:03,Website Visit,Completed,Direct,Mobile,Central,Personal Loan
E00268602,S002686,U000568,2025-06-05 12:39:00,Product Page Viewed,Completed,Direct,Mobile,Central,Personal Loan
E002686XX,S002686,U000568,2025-06-05 12:39:00,Product Page Viewed,Dropped Off,Direct,Mobile,Central,Personal Loan
E00268701,S002687,U001746,2025-05-27 11:36:28,Website Visit,Completed,Organic Search,Mobile,East,Savings Account
E002687XX,S002687,U001746,2025-05-27 11:36:28,Website Visit,Dropped Off,Organic Search,Mobile,East,Savings Account
E00268801,S002688,U001734,2025-03-14 16:18:14,Website Visit,Completed,Organic Search,Desktop,North,Credit Card
E00268802,S002688,U001734,2025-03-14 16:24:06,Product Page Viewed,Completed,Organic Search,Desktop,North,Credit Card
E00268803,S002688,U001734,2025-03-14 16:35:19,Calculator Used,Completed,Organic Search,Desktop,North,Credit Card
E00268804,S002688,U001734,2025-03-14 16:57:33,CTA Clicked,Completed,Organic Search,Desktop,North,Credit Card
E002688XX,S002688,U001734,2025-03-14 16:57:33,CTA Clicked,Dropped Off,Organic Search,Desktop,North,Credit Card
E00268901,S002689,U002293,2025-05-10 20:25:21,Website Visit,Completed,Direct,Mobile,South,Insurance Plan
E00268902,S002689,U002293,2025-05-10 20:43:50,Product Page Viewed,Completed,Direct,Mobile,South,Insurance Plan
E00268903,S002689,U002293,2025-05-10 21:10:05,Calculator Used,Completed,Direct,Mobile,South,Insurance Plan
E00268904,S002689,U002293,2025-05-10 21:20:43,CTA Clicked,Completed,Direct,Mobile,South,Insurance Plan
E002689XX,S002689,U002293,2025-05-10 21:20:43,CTA Clicked,Dropped Off,Direct,Mobile,South,Insurance Plan
E00269001,S002690,U000066,2025-06-03 00:43:40,Website Visit,Completed,Organic Search,Mobile,Central,Savings Account
E00269002,S002690,U000066,2025-06-03 01:05:51,Product Page Viewed,Completed,Organic Search,Mobile,Central,Savings Account
E00269003,S002690,U000066,2025-06-03 01:19:15,Calculator Used,Completed,Organic Search,Mobile,Central,Savings Account
E00269004,S002690,U000066,2025-06-03 01:37:05,CTA Clicked,Completed,Organic Search,Mobile,Central,Savings Account
E00269005,S002690,U000066,2025-06-03 01:40:54,Lead Form Started,Completed,Organic Search,Mobile,Central,Savings Account
E00269006,S002690,U000066,2025-06-03 01:57:14,Lead Form Submitted,Completed,Organic Search,Mobile,Central,Savings Account
E00269101,S002691,U001028,2025-04-18 00:08:45,Website Visit,Completed,Paid Ads,Mobile,North,Personal Loan
E002691XX,S002691,U001028,2025-04-18 00:08:45,Website Visit,Dropped Off,Paid Ads,Mobile,North,Personal Loan
E00269201,S002692,U000868,2025-05-15 17:18:14,Website Visit,Completed,Paid Ads,Mobile,Central,Insurance Plan
E00269202,S002692,U000868,2025-05-15 17:31:39,Product Page Viewed,Completed,Paid Ads,Mobile,Central,Insurance Plan
E002692XX,S002692,U000868,2025-05-15 17:31:39,Product Page Viewed,Dropped Off,Paid Ads,Mobile,Central,Insurance Plan
E00269301,S002693,U001214,2025-05-30 10:34:39,Website Visit,Completed,Referral,Mobile,North,Personal Loan
E00269302,S002693,U001214,2025-05-30 10:48:07,Product Page Viewed,Completed,Referral,Mobile,North,Personal Loan
E00269303,S002693,U001214,2025-05-30 10:58:58,Calculator Used,Completed,Referral,Mobile,North,Personal Loan
E002693XX,S002693,U001214,2025-05-30 10:58:58,Calculator Used,Dropped Off,Referral,Mobile,North,Personal Loan
E00269401,S002694,U000448,2025-01-04 08:19:02,Website Visit,Completed,Direct,Desktop,North,Personal Loan
E00269402,S002694,U000448,2025-01-04 08:30:22,Product Page Viewed,Completed,Direct,Desktop,North,Personal Loan
E002694XX,S002694,U000448,2025-01-04 08:30:22,Product Page Viewed,Dropped Off,Direct,Desktop,North,Personal Loan
E00269501,S002695,U001905,2025-01-15 21:05:58,Website Visit,Completed,Paid Ads,Desktop,Central,Savings Account
E00269502,S002695,U001905,2025-01-15 21:20:17,Product Page Viewed,Completed,Paid Ads,Desktop,Central,Savings Account
E00269503,S002695,U001905,2025-01-15 21:22:27,Calculator Used,Completed,Paid Ads,Desktop,Central,Savings Account
E00269504,S002695,U001905,2025-01-15 21:28:52,CTA Clicked,Completed,Paid Ads,Desktop,Central,Savings Account
E00269505,S002695,U001905,2025-01-15 21:48:46,Lead Form Started,Completed,Paid Ads,Desktop,Central,Savings Account
E002695XX,S002695,U001905,2025-01-15 21:48:46,Lead Form Started,Dropped Off,Paid Ads,Desktop,Central,Savings Account
E00269601,S002696,U002380,2025-05-17 14:34:22,Website Visit,Completed,Paid Ads,Desktop,South,Savings Account
E00269602,S002696,U002380,2025-05-17 14:46:57,Product Page Viewed,Completed,Paid Ads,Desktop,South,Savings Account
E00269603,S002696,U002380,2025-05-17 15:08:24,Calculator Used,Completed,Paid Ads,Desktop,South,Savings Account
E002696XX,S002696,U002380,2025-05-17 15:08:24,Calculator Used,Dropped Off,Paid Ads,Desktop,South,Savings Account
E00269701,S002697,U002557,2025-02-26 01:09:29,Website Visit,Completed,Direct,Mobile,North,Savings Account
E00269702,S002697,U002557,2025-02-26 01:10:55,Product Page Viewed,Completed,Direct,Mobile,North,Savings Account
E002697XX,S002697,U002557,2025-02-26 01:10:55,Product Page Viewed,Dropped Off,Direct,Mobile,North,Savings Account
E00269801,S002698,U001538,2025-05-05 14:32:58,Website Visit,Completed,Social Media,Tablet,North,Personal Loan
E00269802,S002698,U001538,2025-05-05 15:02:41,Product Page Viewed,Completed,Social Media,Tablet,North,Personal Loan
E002698XX,S002698,U001538,2025-05-05 15:02:41,Product Page Viewed,Dropped Off,Social Media,Tablet,North,Personal Loan
E00269901,S002699,U001784,2025-06-01 16:04:05,Website Visit,Completed,Direct,Desktop,North,Credit Card
E00269902,S002699,U001784,2025-06-01 16:16:03,Product Page Viewed,Completed,Direct,Desktop,North,Credit Card
E002699XX,S002699,U001784,2025-06-01 16:16:03,Product Page Viewed,Dropped Off,Direct,Desktop,North,Credit Card
E00270001,S002700,U000186,2025-05-14 13:07:23,Website Visit,Completed,Direct,Mobile,East,Credit Card
E00270002,S002700,U000186,2025-05-14 13:28:46,Product Page Viewed,Completed,Direct,Mobile,East,Credit Card
E00270003,S002700,U000186,2025-05-14 13:40:30,Calculator Used,Completed,Direct,Mobile,East,Credit Card
E00270004,S002700,U000186,2025-05-14 13:55:30,CTA Clicked,Completed,Direct,Mobile,East,Credit Card
E00270005,S002700,U000186,2025-05-14 14:08:39,Lead Form Started,Completed,Direct,Mobile,East,Credit Card
E002700XX,S002700,U000186,2025-05-14 14:08:39,Lead Form Started,Dropped Off,Direct,Mobile,East,Credit Card
E00270101,S002701,U000337,2025-02-06 17:30:15,Website Visit,Completed,Social Media,Desktop,South,Personal Loan
E002701XX,S002701,U000337,2025-02-06 17:30:15,Website Visit,Dropped Off,Social Media,Desktop,South,Personal Loan
E00270201,S002702,U000659,2025-06-13 12:45:19,Website Visit,Completed,Organic Search,Tablet,West,Savings Account
E00270202,S002702,U000659,2025-06-13 13:06:50,Product Page Viewed,Completed,Organic Search,Tablet,West,Savings Account
E00270203,S002702,U000659,2025-06-13 13:28:43,Calculator Used,Completed,Organic Search,Tablet,West,Savings Account
E002702XX,S002702,U000659,2025-06-13 13:28:43,Calculator Used,Dropped Off,Organic Search,Tablet,West,Savings Account
E00270301,S002703,U000655,2025-06-07 09:59:16,Website Visit,Completed,Referral,Mobile,Central,Personal Loan
E00270302,S002703,U000655,2025-06-07 10:16:38,Product Page Viewed,Completed,Referral,Mobile,Central,Personal Loan
E00270303,S002703,U000655,2025-06-07 10:39:48,Calculator Used,Completed,Referral,Mobile,Central,Personal Loan
E00270304,S002703,U000655,2025-06-07 10:43:56,CTA Clicked,Completed,Referral,Mobile,Central,Personal Loan
E00270305,S002703,U000655,2025-06-07 11:06:55,Lead Form Started,Completed,Referral,Mobile,Central,Personal Loan
E00270306,S002703,U000655,2025-06-07 11:36:31,Lead Form Submitted,Completed,Referral,Mobile,Central,Personal Loan
E00270401,S002704,U000975,2025-02-07 23:22:53,Website Visit,Completed,Organic Search,Desktop,Central,Credit Card
E00270402,S002704,U000975,2025-02-07 23:38:09,Product Page Viewed,Completed,Organic Search,Desktop,Central,Credit Card
E00270403,S002704,U000975,2025-02-07 23:50:55,Calculator Used,Completed,Organic Search,Desktop,Central,Credit Card
E00270404,S002704,U000975,2025-02-07 23:56:18,CTA Clicked,Completed,Organic Search,Desktop,Central,Credit Card
E00270405,S002704,U000975,2025-02-07 23:59:46,Lead Form Started,Completed,Organic Search,Desktop,Central,Credit Card
E002704XX,S002704,U000975,2025-02-07 23:59:46,Lead Form Started,Dropped Off,Organic Search,Desktop,Central,Credit Card
E00270501,S002705,U001669,2025-03-17 12:36:43,Website Visit,Completed,Paid Ads,Mobile,North,Personal Loan
E00270502,S002705,U001669,2025-03-17 12:46:37,Product Page Viewed,Completed,Paid Ads,Mobile,North,Personal Loan
E002705XX,S002705,U001669,2025-03-17 12:46:37,Product Page Viewed,Dropped Off,Paid Ads,Mobile,North,Personal Loan
E00270601,S002706,U001664,2025-05-01 03:45:50,Website Visit,Completed,Paid Ads,Mobile,Central,Insurance Plan
E00270602,S002706,U001664,2025-05-01 03:51:16,Product Page Viewed,Completed,Paid Ads,Mobile,Central,Insurance Plan
E002706XX,S002706,U001664,2025-05-01 03:51:16,Product Page Viewed,Dropped Off,Paid Ads,Mobile,Central,Insurance Plan
E00270701,S002707,U001587,2025-06-19 16:41:09,Website Visit,Completed,Direct,Mobile,South,Personal Loan
E00270702,S002707,U001587,2025-06-19 16:58:58,Product Page Viewed,Completed,Direct,Mobile,South,Personal Loan
E00270703,S002707,U001587,2025-06-19 17:04:56,Calculator Used,Completed,Direct,Mobile,South,Personal Loan
E00270704,S002707,U001587,2025-06-19 17:19:31,CTA Clicked,Completed,Direct,Mobile,South,Personal Loan
E00270705,S002707,U001587,2025-06-19 17:46:08,Lead Form Started,Completed,Direct,Mobile,South,Personal Loan
E00270706,S002707,U001587,2025-06-19 17:47:12,Lead Form Submitted,Completed,Direct,Mobile,South,Personal Loan
E00270801,S002708,U000826,2025-03-06 11:14:26,Website Visit,Completed,Social Media,Mobile,West,Savings Account
E00270802,S002708,U000826,2025-03-06 11:40:37,Product Page Viewed,Completed,Social Media,Mobile,West,Savings Account
E002708XX,S002708,U000826,2025-03-06 11:40:37,Product Page Viewed,Dropped Off,Social Media,Mobile,West,Savings Account
E00270901,S002709,U002198,2025-06-25 11:55:08,Website Visit,Completed,Direct,Desktop,West,Credit Card
E00270902,S002709,U002198,2025-06-25 11:55:45,Product Page Viewed,Completed,Direct,Desktop,West,Credit Card
E00270903,S002709,U002198,2025-06-25 12:23:20,Calculator Used,Completed,Direct,Desktop,West,Credit Card
E00270904,S002709,U002198,2025-06-25 12:32:06,CTA Clicked,Completed,Direct,Desktop,West,Credit Card
E00270905,S002709,U002198,2025-06-25 12:50:28,Lead Form Started,Completed,Direct,Desktop,West,Credit Card
E00270906,S002709,U002198,2025-06-25 13:09:10,Lead Form Submitted,Completed,Direct,Desktop,West,Credit Card
E00271001,S002710,U001365,2025-02-16 17:56:57,Website Visit,Completed,Paid Ads,Desktop,North,Savings Account
E00271002,S002710,U001365,2025-02-16 18:00:34,Product Page Viewed,Completed,Paid Ads,Desktop,North,Savings Account
E002710XX,S002710,U001365,2025-02-16 18:00:34,Product Page Viewed,Dropped Off,Paid Ads,Desktop,North,Savings Account
E00271101,S002711,U000996,2025-04-06 09:26:38,Website Visit,Completed,Direct,Mobile,North,Credit Card
E00271102,S002711,U000996,2025-04-06 09:48:55,Product Page Viewed,Completed,Direct,Mobile,North,Credit Card
E00271103,S002711,U000996,2025-04-06 09:58:53,Calculator Used,Completed,Direct,Mobile,North,Credit Card
E00271104,S002711,U000996,2025-04-06 10:21:19,CTA Clicked,Completed,Direct,Mobile,North,Credit Card
E00271105,S002711,U000996,2025-04-06 10:50:49,Lead Form Started,Completed,Direct,Mobile,North,Credit Card
E002711XX,S002711,U000996,2025-04-06 10:50:49,Lead Form Started,Dropped Off,Direct,Mobile,North,Credit Card
E00271201,S002712,U002383,2025-01-02 21:56:01,Website Visit,Completed,Organic Search,Desktop,North,Personal Loan
E00271202,S002712,U002383,2025-01-02 22:13:44,Product Page Viewed,Completed,Organic Search,Desktop,North,Personal Loan
E002712XX,S002712,U002383,2025-01-02 22:13:44,Product Page Viewed,Dropped Off,Organic Search,Desktop,North,Personal Loan
E00271301,S002713,U001638,2025-01-10 17:24:09,Website Visit,Completed,Direct,Desktop,East,Savings Account
E00271302,S002713,U001638,2025-01-10 17:31:04,Product Page Viewed,Completed,Direct,Desktop,East,Savings Account
E002713XX,S002713,U001638,2025-01-10 17:31:04,Product Page Viewed,Dropped Off,Direct,Desktop,East,Savings Account
E00271401,S002714,U002458,2025-03-06 16:10:49,Website Visit,Completed,Organic Search,Desktop,Central,Savings Account
E00271402,S002714,U002458,2025-03-06 16:17:47,Product Page Viewed,Completed,Organic Search,Desktop,Central,Savings Account
