,session_id,user_id,session_start,session_date,source,device,region,age_band,income_band,product,is_returning_user,page_views,session_duration_seconds,completed_stage,product_page_viewed,calculator_used,cta_clicked,form_started,form_submitted,exit_page,exit_reason,estimated_opportunity_value,session_month,session_week
2774,S002775,U000792,2025-02-18 09:10:58,2025-02-18,Referral,Desktop,South,55+,Below 25K,Savings Account,1,9,876,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,15651,2,8
2775,S002776,U002129,2025-03-14 20:46:01,2025-03-14,Email,Mobile,West,25-34,25K-50K,Savings Account,0,6,599,Lead Form Submitted,1,1,1,1,1,,,0,3,11
2776,S002777,U002019,2025-02-22 09:45:21,2025-02-22,Email,Desktop,West,25-34,50K-100K,Savings Account,0,2,132,CTA Clicked,1,1,1,0,0,CTA Clicked,Technical issue,15147,2,8
2777,S002778,U000142,2025-05-01 21:11:59,2025-05-01,Organic Search,Desktop,South,18-24,50K-100K,Personal Loan,0,7,104,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,81045,5,18
2778,S002779,U002530,2025-02-06 04:07:14,2025-02-06,Organic Search,Mobile,North,45-54,Below 25K,Credit Card,1,4,533,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,16504,2,6
2779,S002780,U001548,2025-05-02 20:42:03,2025-05-02,Referral,Mobile,South,25-34,Below 25K,Credit Card,0,9,1134,Lead Form Started,1,1,1,1,0,Lead Form Started,Too many required fields,35205,5,18
2780,S002781,U002367,2025-01-16 10:50:19,2025-01-16,Email,Tablet,South,25-34,50K-100K,Savings Account,0,3,472,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,20130,1,3
2781,S002782,U001374,2025-04-06 12:01:10,2025-04-06,Social Media,Desktop,South,25-34,25K-50K,Personal Loan,1,6,812,Lead Form Started,1,1,1,1,0,Lead Form Started,Document requirement concern,155486,4,14
2782,S002783,U002130,2025-01-16 08:02:28,2025-01-16,Referral,Desktop,Central,45-54,100K+,Savings Account,0,1,694,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,19809,1,3
2783,S002784,U001361,2025-03-11 16:36:05,2025-03-11,Paid Ads,Mobile,East,25-34,50K-100K,Personal Loan,1,9,817,Lead Form Started,1,1,1,1,0,Lead Form Started,Technical issue,128972,3,11
2784,S002785,U001847,2025-04-23 19:50:05,2025-04-23,Direct,Mobile,Central,55+,100K+,Credit Card,0,8,1121,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,16843,4,17
2785,S002786,U000072,2025-03-26 16:32:26,2025-03-26,Paid Ads,Desktop,East,18-24,100K+,Personal Loan,0,6,224,CTA Clicked,1,1,1,0,0,CTA Clicked,Privacy concern,73325,3,13
2786,S002787,U002342,2025-05-05 09:05:56,2025-05-05,Direct,Desktop,Central,25-34,50K-100K,Credit Card,0,4,822,Website Visit,0,0,0,0,0,Website Visit,Landing page mismatch,31045,5,19
2787,S002788,U000095,2025-04-26 09:04:13,2025-04-26,Paid Ads,Mobile,South,25-34,50K-100K,Insurance Plan,1,10,409,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,8657,4,17
2788,S002789,U002665,2025-03-10 19:12:38,2025-03-10,Direct,Mobile,Central,35-44,25K-50K,Credit Card,0,11,1017,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,24372,3,11
2789,S002790,U001425,2025-02-07 04:28:13,2025-02-07,Organic Search,Desktop,Central,25-34,100K+,Personal Loan,0,7,403,Lead Form Submitted,1,1,1,1,1,,,0,2,6
2790,S002791,U000892,2025-04-08 06:01:45,2025-04-08,Direct,Mobile,North,25-34,50K-100K,Insurance Plan,0,5,28,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,4434,4,15
2791,S002792,U001613,2025-06-07 16:52:29,2025-06-07,Paid Ads,Mobile,West,25-34,50K-100K,Insurance Plan,0,3,466,Lead Form Started,1,1,1,1,0,Lead Form Started,Technical issue,8472,6,23
2792,S002793,U002613,2025-01-31 16:28:28,2025-01-31,Social Media,Desktop,South,55+,25K-50K,Insurance Plan,0,10,276,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,8718,1,5
2793,S002794,U002194,2025-06-19 15:05:06,2025-06-19,Paid Ads,Mobile,North,25-34,50K-100K,Credit Card,1,1,904,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,28940,6,25
2794,S002795,U002547,2025-03-19 12:22:05,2025-03-19,Direct,Desktop,South,25-34,50K-100K,Savings Account,0,3,245,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,18642,3,12
2795,S002796,U000387,2025-01-30 17:57:56,2025-01-30,Paid Ads,Mobile,West,35-44,100K+,Credit Card,0,7,766,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,17313,1,5
2796,S002797,U000842,2025-05-09 05:00:11,2025-05-09,Organic Search,Mobile,South,35-44,100K+,Personal Loan,0,7,1117,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,68922,5,19
2797,S002798,U002334,2025-03-11 09:14:33,2025-03-11,Direct,Mobile,North,25-34,25K-50K,Personal Loan,1,10,620,CTA Clicked,1,1,1,0,0,CTA Clicked,Technical issue,160470,3,11
2798,S002799,U002601,2025-03-27 03:33:50,2025-03-27,Organic Search,Mobile,East,35-44,Below 25K,Personal Loan,0,3,1069,Lead Form Submitted,1,1,1,1,1,,,0,3,13
2799,S002800,U002619,2025-05-08 04:13:45,2025-05-08,Organic Search,Mobile,West,45-54,25K-50K,Personal Loan,0,9,881,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,117931,5,19
2800,S002801,U000601,2025-04-26 20:08:50,2025-04-26,Direct,Mobile,West,25-34,50K-100K,Credit Card,0,2,718,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,24879,4,17
2801,S002802,U000314,2025-03-23 20:53:06,2025-03-23,Paid Ads,Mobile,West,35-44,25K-50K,Savings Account,0,6,88,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,16526,3,12
2802,S002803,U002707,2025-01-15 17:27:52,2025-01-15,Social Media,Desktop,East,45-54,Below 25K,Insurance Plan,0,2,192,Website Visit,0,0,0,0,0,Website Visit,Landing page mismatch,6833,1,3
2803,S002804,U001246,2025-06-27 03:09:53,2025-06-27,Organic Search,Desktop,North,25-34,25K-50K,Insurance Plan,1,2,431,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,4971,6,26
2804,S002805,U001232,2025-01-16 00:32:02,2025-01-16,Email,Mobile,East,18-24,50K-100K,Savings Account,0,9,499,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,16192,1,3
2805,S002806,U002546,2025-01-14 10:30:49,2025-01-14,Direct,Desktop,Central,35-44,50K-100K,Credit Card,0,10,1081,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,32893,1,3
2806,S002807,U002002,2025-02-22 08:10:50,2025-02-22,Paid Ads,Mobile,East,35-44,50K-100K,Savings Account,0,10,703,Lead Form Submitted,1,1,1,1,1,,,0,2,8
2807,S002808,U000597,2025-04-19 03:19:43,2025-04-19,Referral,Mobile,South,25-34,50K-100K,Personal Loan,0,12,1055,CTA Clicked,1,1,1,0,0,CTA Clicked,Privacy concern,112286,4,16
2808,S002809,U001605,2025-02-15 05:02:30,2025-02-15,Organic Search,Desktop,North,25-34,Below 25K,Personal Loan,0,1,331,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,134364,2,7
2809,S002810,U002451,2025-04-02 17:55:32,2025-04-02,Direct,Desktop,East,45-54,25K-50K,Insurance Plan,0,10,358,Lead Form Started,1,1,1,1,0,Lead Form Started,Too many required fields,10456,4,14
2810,S002811,U002234,2025-05-05 23:43:40,2025-05-05,Social Media,Mobile,East,55+,50K-100K,Personal Loan,0,4,202,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,129333,5,19
2811,S002812,U001725,2025-05-22 22:32:05,2025-05-22,Direct,Desktop,North,45-54,Below 25K,Credit Card,0,10,237,CTA Clicked,1,1,1,0,0,CTA Clicked,Privacy concern,30130,5,21
2812,S002813,U000830,2025-03-02 09:06:46,2025-03-02,Referral,Desktop,North,25-34,50K-100K,Savings Account,0,9,341,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,13031,3,9
2813,S002814,U001044,2025-01-02 08:34:31,2025-01-02,Direct,Desktop,East,55+,25K-50K,Personal Loan,1,3,622,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,148762,1,1
2814,S002815,U001033,2025-06-10 22:47:09,2025-06-10,Email,Mobile,East,25-34,Below 25K,Credit Card,0,3,558,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,34148,6,24
2815,S002816,U001527,2025-04-07 02:14:31,2025-04-07,Paid Ads,Mobile,East,25-34,Below 25K,Personal Loan,0,1,622,Website Visit,0,0,0,0,0,Website Visit,Immediate bounce,97209,4,15
2816,S002817,U001712,2025-04-20 00:54:09,2025-04-20,Social Media,Mobile,West,45-54,50K-100K,Credit Card,1,12,75,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,26302,4,16
2817,S002818,U000468,2025-03-22 06:30:18,2025-03-22,Organic Search,Mobile,Central,45-54,25K-50K,Insurance Plan,1,4,1161,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,6898,3,12
2818,S002819,U000886,2025-02-10 20:01:16,2025-02-10,Direct,Desktop,South,35-44,25K-50K,Credit Card,0,5,113,Lead Form Submitted,1,1,1,1,1,,,0,2,7
2819,S002820,U001943,2025-03-23 09:36:35,2025-03-23,Email,Mobile,South,25-34,25K-50K,Savings Account,0,12,857,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,9982,3,12
2820,S002821,U001765,2025-02-22 00:21:04,2025-02-22,Paid Ads,Mobile,South,25-34,Below 25K,Personal Loan,0,12,619,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,138441,2,8
2821,S002822,U002427,2025-04-12 12:33:48,2025-04-12,Email,Desktop,South,18-24,Below 25K,Credit Card,1,5,332,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,25067,4,15
2822,S002823,U002264,2025-03-05 23:20:56,2025-03-05,Direct,Mobile,Central,25-34,50K-100K,Credit Card,0,1,293,Lead Form Submitted,1,1,1,1,1,,,0,3,10
2823,S002824,U002679,2025-03-03 03:34:25,2025-03-03,Social Media,Mobile,South,45-54,25K-50K,Personal Loan,0,9,919,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,66930,3,10
2824,S002825,U000279,2025-05-26 21:06:13,2025-05-26,Referral,Mobile,South,35-44,25K-50K,Credit Card,0,4,580,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,21984,5,22
2825,S002826,U001905,2025-03-04 00:45:08,2025-03-04,Social Media,Tablet,North,45-54,100K+,Savings Account,0,4,761,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,10300,3,10
2826,S002827,U000630,2025-01-01 14:03:28,2025-01-01,Paid Ads,Mobile,West,45-54,Below 25K,Savings Account,1,2,1048,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,9584,1,1
2827,S002828,U001595,2025-01-15 08:02:33,2025-01-15,Organic Search,Tablet,East,18-24,25K-50K,Credit Card,1,5,882,Website Visit,0,0,0,0,0,Website Visit,Slow page load,34211,1,3
2828,S002829,U001855,2025-06-06 12:49:28,2025-06-06,Direct,Desktop,North,25-34,Below 25K,Personal Loan,0,5,814,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,79742,6,23
2829,S002830,U002585,2025-02-14 20:34:15,2025-02-14,Direct,Mobile,Central,18-24,50K-100K,Personal Loan,0,9,1178,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,120423,2,7
2830,S002831,U000492,2025-06-12 05:49:09,2025-06-12,Direct,Mobile,West,25-34,50K-100K,Credit Card,0,2,553,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,22105,6,24
2831,S002832,U000314,2025-05-19 22:18:30,2025-05-19,Direct,Mobile,West,35-44,25K-50K,Credit Card,0,1,470,Lead Form Submitted,1,1,1,1,1,,,0,5,21
2832,S002833,U001078,2025-02-19 00:30:43,2025-02-19,Referral,Mobile,East,25-34,Below 25K,Credit Card,1,7,674,Lead Form Started,1,1,1,1,0,Lead Form Started,Document requirement concern,17164,2,8
2833,S002834,U000253,2025-01-25 23:34:57,2025-01-25,Referral,Mobile,North,18-24,25K-50K,Credit Card,0,12,518,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,17926,1,4
2834,S002835,U001855,2025-04-03 13:05:02,2025-04-03,Email,Mobile,East,55+,Below 25K,Personal Loan,0,7,262,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,154469,4,14
2835,S002836,U001132,2025-04-20 05:49:29,2025-04-20,Direct,Mobile,North,18-24,25K-50K,Personal Loan,0,8,866,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,118692,4,16
2836,S002837,U002132,2025-01-08 04:59:05,2025-01-08,Direct,Desktop,West,35-44,25K-50K,Personal Loan,1,1,94,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,115259,1,2
2837,S002838,U001652,2025-01-18 17:51:41,2025-01-18,Referral,Desktop,North,35-44,25K-50K,Credit Card,0,7,1134,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,17926,1,3
2838,S002839,U001444,2025-06-17 19:36:10,2025-06-17,Paid Ads,Desktop,North,35-44,25K-50K,Credit Card,1,4,776,Lead Form Submitted,1,1,1,1,1,,,0,6,25
2839,S002840,U001794,2025-03-13 14:50:39,2025-03-13,Organic Search,Desktop,North,45-54,100K+,Personal Loan,0,6,76,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,115090,3,11
2840,S002841,U000125,2025-03-28 04:39:56,2025-03-28,Referral,Tablet,East,25-34,Below 25K,Personal Loan,0,12,182,Lead Form Submitted,1,1,1,1,1,,,0,3,13
2841,S002842,U000135,2025-02-16 00:49:11,2025-02-16,Direct,Mobile,East,18-24,Below 25K,Personal Loan,0,7,728,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,86354,2,7
2842,S002843,U000451,2025-04-22 23:21:36,2025-04-22,Referral,Desktop,Central,45-54,100K+,Personal Loan,0,1,1086,Lead Form Submitted,1,1,1,1,1,,,0,4,17
2843,S002844,U000066,2025-03-25 02:21:06,2025-03-25,Paid Ads,Mobile,North,25-34,100K+,Insurance Plan,1,2,440,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,10026,3,13
2844,S002845,U001554,2025-04-05 04:00:27,2025-04-05,Organic Search,Desktop,North,25-34,25K-50K,Credit Card,0,3,1188,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,30952,4,14
2845,S002846,U002091,2025-01-15 02:23:27,2025-01-15,Direct,Mobile,West,25-34,Below 25K,Credit Card,1,4,994,Lead Form Started,1,1,1,1,0,Lead Form Started,Too many required fields,29728,1,3
2846,S002847,U002716,2025-02-06 20:14:53,2025-02-06,Paid Ads,Desktop,Central,18-24,50K-100K,Personal Loan,1,6,190,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,95402,2,6
2847,S002848,U002409,2025-03-09 11:00:00,2025-03-09,Paid Ads,Mobile,East,25-34,25K-50K,Personal Loan,0,12,1008,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,136934,3,10
2848,S002849,U001591,2025-03-29 09:20:05,2025-03-29,Organic Search,Desktop,South,35-44,25K-50K,Credit Card,1,2,268,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,25394,3,13
2849,S002850,U000714,2025-06-08 13:43:07,2025-06-08,Direct,Mobile,East,25-34,50K-100K,Personal Loan,0,6,197,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,78964,6,23
2850,S002851,U002296,2025-03-06 05:05:36,2025-03-06,Email,Desktop,East,25-34,Below 25K,Personal Loan,0,1,752,Lead Form Submitted,1,1,1,1,1,,,0,3,10
2851,S002852,U000692,2025-04-30 07:46:18,2025-04-30,Direct,Desktop,North,35-44,25K-50K,Credit Card,0,1,527,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,25214,4,18
2852,S002853,U000168,2025-02-11 06:36:57,2025-02-11,Organic Search,Mobile,North,35-44,100K+,Personal Loan,0,8,103,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,122788,2,7
2853,S002854,U000563,2025-04-09 08:59:01,2025-04-09,Social Media,Desktop,South,25-34,Below 25K,Savings Account,0,10,990,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,16663,4,15
2854,S002855,U001017,2025-03-07 02:26:37,2025-03-07,Social Media,Mobile,North,35-44,25K-50K,Credit Card,0,9,553,Website Visit,0,0,0,0,0,Website Visit,Landing page mismatch,20681,3,10
2855,S002856,U000474,2025-06-10 17:22:00,2025-06-10,Direct,Mobile,South,35-44,100K+,Credit Card,0,5,76,Lead Form Submitted,1,1,1,1,1,,,0,6,24
2856,S002857,U002208,2025-02-02 02:38:28,2025-02-02,Paid Ads,Desktop,Central,25-34,25K-50K,Insurance Plan,0,10,89,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,6160,2,5
2857,S002858,U001956,2025-04-30 08:29:32,2025-04-30,Email,Desktop,South,18-24,25K-50K,Personal Loan,0,9,1005,Lead Form Submitted,1,1,1,1,1,,,0,4,18
2858,S002859,U000792,2025-02-26 05:54:24,2025-02-26,Organic Search,Mobile,West,18-24,25K-50K,Personal Loan,1,2,1043,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,127463,2,9
2859,S002860,U001201,2025-03-15 10:18:57,2025-03-15,Email,Desktop,South,35-44,25K-50K,Insurance Plan,0,1,939,Website Visit,0,0,0,0,0,Website Visit,Slow page load,10794,3,11
2860,S002861,U001871,2025-04-10 20:45:30,2025-04-10,Direct,Mobile,East,55+,25K-50K,Personal Loan,0,6,506,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,116511,4,15
2861,S002862,U000694,2025-03-08 03:23:47,2025-03-08,Paid Ads,Mobile,West,55+,25K-50K,Savings Account,0,8,156,Website Visit,0,0,0,0,0,Website Visit,Landing page mismatch,14632,3,10
2862,S002863,U002435,2025-03-16 14:35:50,2025-03-16,Social Media,Mobile,West,35-44,25K-50K,Personal Loan,0,6,998,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,94084,3,11
2863,S002864,U000847,2025-01-18 05:04:55,2025-01-18,Organic Search,Desktop,Central,45-54,25K-50K,Personal Loan,0,3,248,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,119613,1,3
2864,S002865,U000306,2025-02-27 02:49:38,2025-02-27,Paid Ads,Mobile,West,35-44,Below 25K,Credit Card,1,3,635,CTA Clicked,1,1,1,0,0,CTA Clicked,Privacy concern,27147,2,9
2865,S002866,U001786,2025-02-04 21:12:13,2025-02-04,Social Media,Desktop,East,25-34,100K+,Personal Loan,0,3,449,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,121603,2,6
2866,S002867,U000846,2025-04-26 15:15:14,2025-04-26,Social Media,Mobile,East,35-44,50K-100K,Personal Loan,1,3,666,Lead Form Started,1,1,1,1,0,Lead Form Started,Session timeout,81660,4,17
2867,S002868,U001843,2025-05-17 17:16:57,2025-05-17,Referral,Desktop,East,35-44,50K-100K,Insurance Plan,0,7,671,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,8165,5,20
2868,S002869,U000833,2025-01-08 20:17:25,2025-01-08,Referral,Desktop,West,18-24,50K-100K,Savings Account,0,6,617,Calculator Used,1,1,0,0,0,Calculator Used,Comparing alternatives,9778,1,2
2869,S002870,U000842,2025-02-15 08:04:16,2025-02-15,Organic Search,Desktop,West,35-44,25K-50K,Savings Account,0,1,888,Lead Form Submitted,1,1,1,1,1,,,0,2,7
2870,S002871,U002034,2025-02-16 12:11:23,2025-02-16,Paid Ads,Desktop,North,25-34,50K-100K,Insurance Plan,1,5,569,Lead Form Started,1,1,1,1,0,Lead Form Started,Session timeout,4784,2,7
2871,S002872,U002832,2025-02-07 02:09:24,2025-02-07,Direct,Mobile,East,55+,50K-100K,Credit Card,1,9,730,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,39566,2,6
2872,S002873,U002828,2025-06-28 01:45:34,2025-06-28,Direct,Desktop,North,25-34,50K-100K,Insurance Plan,0,10,98,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,10619,6,26
2873,S002874,U001291,2025-02-21 19:07:22,2025-02-21,Paid Ads,Mobile,East,25-34,25K-50K,Insurance Plan,1,2,601,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,5129,2,8
2874,S002875,U001787,2025-05-22 16:45:38,2025-05-22,Referral,Desktop,West,45-54,50K-100K,Savings Account,1,5,982,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,14282,5,21
2875,S002876,U001469,2025-04-02 15:12:49,2025-04-02,Direct,Mobile,South,35-44,100K+,Insurance Plan,0,1,68,Lead Form Started,1,1,1,1,0,Lead Form Started,Technical issue,7530,4,14
2876,S002877,U000162,2025-02-14 17:32:32,2025-02-14,Referral,Mobile,East,35-44,25K-50K,Personal Loan,0,12,1168,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,119508,2,7
2877,S002878,U002138,2025-04-21 06:31:38,2025-04-21,Direct,Mobile,North,35-44,50K-100K,Insurance Plan,1,12,1142,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,6700,4,17
2878,S002879,U002812,2025-06-25 09:57:16,2025-06-25,Email,Desktop,South,45-54,50K-100K,Credit Card,1,4,1038,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,40019,6,26
2879,S002880,U002790,2025-03-15 06:16:45,2025-03-15,Organic Search,Mobile,South,25-34,25K-50K,Credit Card,0,2,120,Calculator Used,1,1,0,0,0,Calculator Used,Calculator result not attractive,35951,3,11
2880,S002881,U001165,2025-03-06 19:31:44,2025-03-06,Paid Ads,Mobile,West,45-54,25K-50K,Personal Loan,1,1,768,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,92355,3,10
2881,S002882,U002881,2025-02-23 09:14:39,2025-02-23,Paid Ads,Mobile,East,18-24,25K-50K,Credit Card,0,10,801,Website Visit,0,0,0,0,0,Website Visit,Immediate bounce,34194,2,8
2882,S002883,U002409,2025-01-29 17:17:32,2025-01-29,Paid Ads,Desktop,West,35-44,25K-50K,Personal Loan,1,5,784,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,159451,1,5
2883,S002884,U000745,2025-03-13 00:49:10,2025-03-13,Direct,Mobile,West,35-44,25K-50K,Insurance Plan,1,5,130,Lead Form Submitted,1,1,1,1,1,,,0,3,11
2884,S002885,U000830,2025-03-23 04:26:37,2025-03-23,Organic Search,Mobile,West,55+,50K-100K,Savings Account,0,9,704,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,21839,3,12
2885,S002886,U000501,2025-02-27 05:30:04,2025-02-27,Organic Search,Desktop,East,35-44,25K-50K,Savings Account,0,10,527,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,19606,2,9
2886,S002887,U000754,2025-01-10 03:02:28,2025-01-10,Referral,Desktop,South,25-34,Below 25K,Credit Card,0,1,389,Lead Form Started,1,1,1,1,0,Lead Form Started,Session timeout,31050,1,2
2887,S002888,U001207,2025-01-13 00:23:00,2025-01-13,Paid Ads,Mobile,East,35-44,50K-100K,Savings Account,0,11,899,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,12117,1,3
2888,S002889,U000749,2025-06-12 21:42:07,2025-06-12,Email,Tablet,East,18-24,50K-100K,Personal Loan,0,7,522,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,139465,6,24
2889,S002890,U002273,2025-06-21 13:01:00,2025-06-21,Direct,Desktop,West,25-34,50K-100K,Insurance Plan,0,10,107,Lead Form Submitted,1,1,1,1,1,,,0,6,25
2890,S002891,U000090,2025-03-09 07:59:14,2025-03-09,Organic Search,Desktop,South,45-54,50K-100K,Savings Account,0,1,1197,CTA Clicked,1,1,1,0,0,CTA Clicked,Not ready to apply,17988,3,10
2891,S002892,U001669,2025-04-11 02:15:57,2025-04-11,Paid Ads,Mobile,West,25-34,25K-50K,Credit Card,0,12,946,Lead Form Submitted,1,1,1,1,1,,,0,4,15
2892,S002893,U001940,2025-04-10 10:47:16,2025-04-10,Organic Search,Mobile,East,45-54,25K-50K,Savings Account,0,6,510,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,19591,4,15
2893,S002894,U002243,2025-01-25 14:02:51,2025-01-25,Direct,Tablet,South,35-44,25K-50K,Credit Card,0,9,43,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Comparing alternatives,37880,1,4
2894,S002895,U000886,2025-04-05 13:40:54,2025-04-05,Social Media,Mobile,North,18-24,Below 25K,Insurance Plan,0,7,890,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,9868,4,14
2895,S002896,U001020,2025-02-15 09:38:29,2025-02-15,Paid Ads,Desktop,Central,25-34,Below 25K,Personal Loan,0,12,621,Lead Form Started,1,1,1,1,0,Lead Form Started,Session timeout,94922,2,7
2896,S002897,U002746,2025-02-25 18:48:48,2025-02-25,Organic Search,Mobile,South,35-44,100K+,Credit Card,0,2,1008,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,20617,2,9
2897,S002898,U000998,2025-02-13 17:36:28,2025-02-13,Social Media,Desktop,Central,25-34,Below 25K,Credit Card,0,2,940,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,24283,2,7
2898,S002899,U002409,2025-01-05 06:53:25,2025-01-05,Paid Ads,Mobile,North,35-44,25K-50K,Credit Card,0,1,257,CTA Clicked,1,1,1,0,0,CTA Clicked,Form looked too long,21655,1,1
2899,S002900,U000861,2025-03-18 10:43:56,2025-03-18,Paid Ads,Mobile,East,25-34,50K-100K,Personal Loan,0,11,780,Calculator Used,1,1,0,0,0,Calculator Used,Required information unavailable,73147,3,12
2900,S002901,U002296,2025-01-11 08:51:36,2025-01-11,Paid Ads,Desktop,Central,35-44,25K-50K,Personal Loan,0,8,882,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Unclear product value,129298,1,2
2901,S002902,U002820,2025-05-16 20:29:55,2025-05-16,Referral,Desktop,West,35-44,100K+,Credit Card,1,8,626,Calculator Used,1,1,0,0,0,Calculator Used,Technical issue,19280,5,20
2902,S002903,U002738,2025-06-04 01:10:20,2025-06-04,Organic Search,Mobile,West,35-44,50K-100K,Savings Account,0,4,1023,Product Page Viewed,1,0,0,0,0,Product Page Viewed,High interest-rate concern,10695,6,23
2903,S002904,U001126,2025-01-15 21:35:20,2025-01-15,Social Media,Tablet,East,35-44,Below 25K,Savings Account,0,5,553,CTA Clicked,1,1,1,0,0,CTA Clicked,Form looked too long,20165,1,3
2904,S002905,U000857,2025-04-21 18:39:02,2025-04-21,Organic Search,Desktop,South,35-44,100K+,Personal Loan,1,3,1200,Lead Form Submitted,1,1,1,1,1,,,0,4,17
2905,S002906,U002355,2025-05-25 18:21:55,2025-05-25,Referral,Mobile,East,25-34,50K-100K,Savings Account,1,12,1020,Product Page Viewed,1,0,0,0,0,Product Page Viewed,Technical issue,9349,5,21
